768	47502
776	47503
768	47504
784	47505
768	47506
776	47507
776	47508
800	47509
776	47510
776	47511
768	47512
784	47513
776	47514
760	47515
760	47516
784	47517
768	47518
760	47519
760	47520
776	47521
776	47522
768	47523
784	47524
784	47525
776	47526
768	47527
776	47528
776	47529
768	47530
768	47531
776	47532
776	47533
768	47534
776	47535
776	47536
784	47537
760	47538
784	47539
776	47540
776	47541
768	47542
776	47543
784	47544
768	47545
776	47546
784	47547
792	47548
776	47549
776	47550
792	47551
776	47552
768	47553
776	47554
760	47555
752	47556
752	47557
760	47558
768	47559
752	47560
760	47561
776	47562
768	47563
776	47564
768	47565
768	47566
776	47567
760	47568
768	47569
752	47570
744	47571
744	47572
744	47573
744	47574
736	47575
744	47576
760	47577
752	47578
760	47579
760	47580
776	47581
784	47582
768	47583
768	47584
776	47585
768	47586
760	47587
768	47588
768	47589
768	47590
752	47591
760	47592
768	47593
768	47594
768	47595
768	47596
776	47597
776	47598
776	47599
776	47600
784	47601
776	47602
768	47603
760	47604
760	47605
768	47606
760	47607
760	47608
768	47609
768	47610
760	47611
768	47612
832	47613
840	47614
792	47615
784	47616
808	47617
784	47618
776	47619
760	47620
776	47621
792	47622
776	47623
776	47624
784	47625
784	47626
768	47627
776	47628
768	47629
768	47630
752	47631
736	47632
752	47633
744	47634
744	47635
736	47636
752	47637
752	47638
744	47639
752	47640
760	47641
768	47642
760	47643
760	47644
768	47645
776	47646
760	47647
760	47648
744	47649
728	47650
736	47651
744	47652
736	47653
712	47654
720	47655
704	47656
704	47657
712	47658
704	47659
704	47660
712	47661
720	47662
720	47663
728	47664
752	47665
760	47666
760	47667
752	47668
768	47669
792	47670
784	47671
768	47672
776	47673
776	47674
784	47675
760	47676
768	47677
776	47678
768	47679
768	47680
768	47681
760	47682
768	47683
768	47684
776	47685
784	47686
784	47687
760	47688
776	47689
776	47690
776	47691
768	47692
768	47693
776	47694
768	47695
768	47696
768	47697
776	47698
752	47699
744	47700
736	47701
744	47702
736	47703
728	47704
720	47705
728	47706
736	47707
720	47708
720	47709
728	47710
736	47711
728	47712
712	47713
720	47714
712	47715
712	47716
720	47717
720	47718
728	47719
728	47720
744	47721
760	47722
760	47723
760	47724
776	47725
776	47726
768	47727
768	47728
776	47729
784	47730
768	47731
760	47732
776	47733
776	47734
776	47735
768	47736
784	47737
784	47738
776	47739
760	47740
776	47741
776	47742
776	47743
768	47744
776	47745
776	47746
776	47747
776	47748
776	47749
784	47750
776	47751
776	47752
776	47753
776	47754
752	47755
768	47756
768	47757
760	47758
760	47759
768	47760
776	47761
768	47762
760	47763
776	47764
768	47765
760	47766
760	47767
776	47768
768	47769
768	47770
784	47771
776	47772
768	47773
760	47774
776	47775
776	47776
760	47777
760	47778
776	47779
776	47780
760	47781
768	47782
760	47783
768	47784
752	47785
776	47786
768	47787
768	47788
768	47789
776	47790
768	47791
760	47792
752	47793
768	47794
752	47795
760	47796
760	47797
768	47798
768	47799
760	47800
784	47801
760	47802
752	47803
752	47804
760	47805
752	47806
760	47807
752	47808
768	47809
768	47810
752	47811
752	47812
768	47813
760	47814
760	47815
768	47816
768	47817
768	47818
760	47819
776	47820
784	47821
776	47822
776	47823
776	47824
784	47825
776	47826
776	47827
776	47828
776	47829
776	47830
760	47831
776	47832
768	47833
752	47834
760	47835
768	47836
760	47837
760	47838
752	47839
760	47840
760	47841
760	47842
736	47843
752	47844
760	47845
760	47846
736	47847
744	47848
744	47849
720	47850
712	47851
728	47852
720	47853
720	47854
712	47855
720	47856
712	47857
704	47858
704	47859
712	47860
704	47861
696	47862
712	47863
720	47864
736	47865
744	47866
744	47867
760	47868
776	47869
768	47870
752	47871
768	47872
768	47873
752	47874
752	47875
736	47876
752	47877
744	47878
736	47879
736	47880
736	47881
744	47882
744	47883
736	47884
752	47885
744	47886
744	47887
752	47888
776	47889
784	47890
784	47891
784	47892
776	47893
800	47894
792	47895
776	47896
784	47897
792	47898
808	47899
784	47900
776	47901
776	47902
776	47903
768	47904
760	47905
752	47906
752	47907
760	47908
760	47909
744	47910
784	47911
784	47912
776	47913
760	47914
784	47915
784	47916
768	47917
768	47918
768	47919
776	47920
776	47921
760	47922
776	47923
776	47924
776	47925
760	47926
776	47927
776	47928
768	47929
768	47930
776	47931
792	47932
776	47933
768	47934
784	47935
776	47936
776	47937
760	47938
768	47939
776	47940
768	47941
768	47942
776	47943
776	47944
768	47945
760	47946
768	47947
768	47948
768	47949
760	47950
768	47951
776	47952
776	47953
768	47954
768	47955
768	47956
768	47957
760	47958
768	47959
776	47960
768	47961
752	47962
768	47963
768	47964
744	47965
728	47966
744	47967
744	47968
744	47969
736	47970
728	47971
720	47972
704	47973
712	47974
696	47975
688	47976
680	47977
688	47978
688	47979
704	47980
712	47981
720	47982
744	47983
752	47984
752	47985
752	47986
760	47987
768	47988
752	47989
760	47990
792	47991
792	47992
784	47993
768	47994
784	47995
784	47996
776	47997
768	47998
776	47999
776	48000
768	48001
760	48002
760	48003
776	48004
776	48005
784	48006
792	48007
792	48008
792	48009
776	48010
776	48011
776	48012
784	48013
776	48014
784	48015
768	48016
776	48017
768	48018
776	48019
776	48020
760	48021
784	48022
776	48023
768	48024
768	48025
776	48026
784	48027
760	48028
768	48029
776	48030
768	48031
760	48032
776	48033
768	48034
752	48035
760	48036
768	48037
752	48038
744	48039
760	48040
768	48041
760	48042
760	48043
768	48044
776	48045
760	48046
768	48047
784	48048
760	48049
768	48050
776	48051
776	48052
768	48053
768	48054
784	48055
776	48056
752	48057
768	48058
784	48059
776	48060
768	48061
760	48062
776	48063
784	48064
768	48065
768	48066
784	48067
784	48068
776	48069
776	48070
792	48071
776	48072
760	48073
808	48074
800	48075
784	48076
760	48077
776	48078
768	48079
760	48080
736	48081
768	48082
760	48083
760	48084
744	48085
760	48086
768	48087
768	48088
768	48089
776	48090
784	48091
784	48092
768	48093
776	48094
776	48095
752	48096
760	48097
760	48098
768	48099
768	48100
752	48101
768	48102
776	48103
768	48104
760	48105
776	48106
768	48107
760	48108
744	48109
752	48110
744	48111
736	48112
736	48113
744	48114
760	48115
760	48116
760	48117
